age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,deposit
44,blue-collar,married,primary,no,2,no,yes,telephone,7,jul,2,-1,0,unknown,no
42,services,divorced,secondary,no,444,no,no,cellular,21,nov,1,-1,0,unknown,no
37,technician,married,secondary,no,480,no,no,cellular,22,oct,2,182,8,other,yes
36,services,married,secondary,no,52,yes,no,cellular,7,sep,1,95,6,success,yes
38,blue-collar,married,secondary,no,468,yes,no,unknown,8,may,2,-1,0,unknown,no
44,technician,divorced,secondary,no,314,yes,no,unknown,12,aug,1,651,1,success,no
49,management,divorced,tertiary,no,300,no,no,cellular,21,jul,1,-1,0,unknown,yes
34,management,married,tertiary,no,2374,yes,yes,cellular,18,jun,2,314,2,failure,yes
32,technician,single,tertiary,no,723,no,no,cellular,28,aug,27,-1,0,unknown,no
34,management,single,tertiary,no,417,yes,no,cellular,5,aug,1,174,15,failure,yes
48,retired,married,tertiary,no,4,no,yes,cellular,23,jul,5,-1,0,unknown,no
56,housemaid,divorced,primary,yes,1238,no,no,unknown,5,jun,1,-1,0,unknown,yes
43,technician,single,secondary,no,451,no,no,cellular,12,aug,2,-1,0,unknown,yes
41,blue-collar,married,unknown,no,732,yes,no,unknown,16,may,1,-1,0,unknown,no
31,technician,single,tertiary,no,279,yes,no,unknown,13,may,1,-1,0,unknown,no
42,management,married,primary,no,5310,yes,no,cellular,22,may,2,186,1,success,yes
33,technician,single,secondary,no,3499,yes,no,cellular,11,may,3,356,1,other,no
26,unemployed,single,tertiary,no,2170,no,no,cellular,3,feb,1,-1,0,unknown,no
29,management,single,tertiary,no,1566,yes,no,unknown,4,jun,1,-1,0,unknown,no
21,student,single,tertiary,no,1258,no,no,cellular,7,jul,1,-1,0,unknown,no
40,technician,married,tertiary,no,1293,no,no,cellular,16,sep,3,105,2,success,yes
38,management,divorced,tertiary,no,4335,yes,no,cellular,20,nov,1,-1,0,unknown,no
55,technician,divorced,tertiary,no,0,no,no,cellular,17,nov,2,91,1,success,yes
37,technician,single,secondary,no,6714,yes,no,unknown,23,may,1,-1,0,unknown,no
30,blue-collar,single,secondary,no,161,no,yes,telephone,8,sep,3,-1,0,unknown,yes
56,blue-collar,married,secondary,no,448,yes,yes,cellular,17,may,1,181,2,other,yes
35,unemployed,married,secondary,no,2228,no,no,unknown,19,jun,2,-1,0,unknown,no
28,self-employed,single,tertiary,no,4579,no,no,cellular,12,jan,2,-1,0,unknown,yes
30,student,single,tertiary,no,2766,no,no,cellular,21,nov,1,-1,0,unknown,yes
30,admin.,single,tertiary,no,311,no,no,cellular,31,mar,2,-1,0,unknown,yes
33,services,married,secondary,no,114,no,yes,unknown,3,jul,1,-1,0,unknown,yes
58,unknown,married,unknown,no,1547,no,no,telephone,5,aug,4,-1,0,unknown,yes
22,student,single,secondary,no,144,no,no,cellular,21,aug,1,-1,0,unknown,yes
44,admin.,single,secondary,no,1534,no,no,cellular,7,aug,1,99,2,other,yes
31,blue-collar,married,secondary,no,4471,yes,no,unknown,9,may,2,-1,0,unknown,no
32,self-employed,single,tertiary,no,0,yes,no,cellular,6,may,1,-1,0,unknown,yes
82,retired,divorced,primary,no,0,no,no,telephone,15,mar,2,195,1,other,yes
31,management,married,tertiary,no,676,no,no,cellular,7,aug,1,-1,0,unknown,yes
28,blue-collar,single,secondary,no,643,no,no,cellular,3,jul,2,-1,0,unknown,yes
32,technician,single,tertiary,no,1710,yes,no,cellular,15,may,1,175,3,other,no
31,technician,single,secondary,no,137,no,no,cellular,27,aug,14,-1,0,unknown,no
46,blue-collar,married,primary,no,143,yes,no,unknown,7,may,1,-1,0,unknown,no
64,retired,married,secondary,no,3189,no,no,telephone,15,jun,1,-1,0,unknown,yes
47,blue-collar,married,primary,no,673,yes,yes,unknown,6,jun,4,-1,0,unknown,no
36,management,single,tertiary,yes,-508,yes,no,cellular,17,apr,2,-1,0,unknown,no
28,management,single,tertiary,no,1287,yes,no,cellular,26,feb,1,-1,0,unknown,yes
33,blue-collar,married,primary,no,0,no,no,cellular,8,may,1,-1,0,unknown,no
27,student,single,secondary,no,111,no,no,cellular,7,jul,2,-1,0,unknown,yes
46,blue-collar,married,primary,no,-271,yes,no,cellular,25,jul,2,-1,0,unknown,no
35,blue-collar,married,primary,no,623,yes,no,cellular,6,may,2,-1,0,unknown,no
39,blue-collar,married,secondary,no,5222,yes,no,unknown,28,may,1,-1,0,unknown,no
53,management,divorced,tertiary,no,50,yes,no,cellular,15,may,1,337,3,failure,yes
39,management,married,tertiary,no,297,yes,no,cellular,13,may,2,-1,0,unknown,yes
40,housemaid,single,tertiary,no,7441,no,no,cellular,31,jul,6,-1,0,unknown,yes
52,technician,divorced,secondary,no,1005,yes,no,cellular,2,jun,1,-1,0,unknown,yes
61,retired,married,secondary,no,2917,no,no,cellular,6,oct,1,-1,0,unknown,yes
33,blue-collar,married,secondary,no,0,no,no,cellular,29,jul,6,-1,0,unknown,yes
30,self-employed,single,tertiary,no,2593,no,no,unknown,27,may,7,-1,0,unknown,no
34,services,married,secondary,no,-538,yes,no,unknown,26,may,1,-1,0,unknown,yes
24,self-employed,single,tertiary,no,931,yes,no,unknown,28,may,4,-1,0,unknown,no
33,management,single,tertiary,no,349,no,no,cellular,22,aug,1,-1,0,unknown,no
34,unknown,single,secondary,no,859,no,no,cellular,28,jan,1,-1,0,unknown,yes
47,self-employed,married,tertiary,no,0,no,no,telephone,21,nov,1,-1,0,unknown,no
30,technician,single,secondary,no,86,no,no,unknown,20,aug,1,-1,0,unknown,no
32,self-employed,single,tertiary,no,386,yes,no,cellular,18,nov,1,-1,0,unknown,yes
55,retired,divorced,secondary,no,1580,no,yes,unknown,19,jun,1,-1,0,unknown,yes
27,services,single,secondary,no,-151,no,no,cellular,8,jul,2,-1,0,unknown,no
26,blue-collar,single,primary,no,102,yes,no,unknown,16,may,1,-1,0,unknown,no
27,self-employed,single,tertiary,no,147,no,no,cellular,22,jun,5,-1,0,unknown,no
46,unknown,married,unknown,no,2911,no,no,telephone,7,jul,9,-1,0,unknown,no
46,technician,divorced,secondary,no,-90,no,yes,telephone,17,oct,1,-1,0,unknown,yes
28,blue-collar,single,secondary,no,1705,no,no,cellular,17,dec,2,-1,0,unknown,yes
31,services,single,secondary,no,222,yes,no,cellular,13,may,2,-1,0,unknown,no
47,technician,divorced,secondary,no,2836,no,yes,cellular,14,aug,2,-1,0,unknown,no
49,management,single,tertiary,no,5689,no,no,cellular,31,aug,1,97,3,failure,yes
32,technician,married,secondary,no,5,yes,no,cellular,17,nov,1,-1,0,unknown,no
46,technician,married,secondary,no,332,yes,no,unknown,9,may,1,-1,0,unknown,yes
26,technician,single,tertiary,no,15161,no,no,cellular,2,feb,1,-1,0,unknown,yes
24,student,single,primary,no,0,no,no,unknown,5,jun,26,-1,0,unknown,no
31,technician,single,secondary,no,863,yes,no,cellular,3,feb,1,263,5,success,no
47,technician,divorced,secondary,no,84,no,no,cellular,8,aug,2,-1,0,unknown,no
29,management,single,unknown,no,698,no,no,cellular,8,feb,1,-1,0,unknown,no
40,admin.,single,secondary,no,664,no,no,cellular,21,jul,2,-1,0,unknown,yes
43,entrepreneur,married,secondary,no,104,yes,no,cellular,18,jul,3,-1,0,unknown,yes
44,blue-collar,married,secondary,no,294,yes,no,unknown,19,may,2,-1,0,unknown,no
49,technician,divorced,secondary,no,2677,yes,yes,cellular,31,jul,3,-1,0,unknown,no
34,technician,married,secondary,no,1035,no,no,cellular,25,aug,10,-1,0,unknown,yes
73,retired,married,primary,no,542,no,no,telephone,29,apr,5,-1,0,unknown,no
31,blue-collar,married,secondary,no,1406,yes,yes,cellular,13,apr,2,-1,0,unknown,yes
37,management,married,tertiary,no,636,no,yes,unknown,5,jun,2,-1,0,unknown,no
40,technician,married,secondary,no,2266,no,no,cellular,16,oct,1,147,5,failure,yes
34,technician,married,secondary,no,260,yes,no,cellular,17,apr,2,238,2,failure,no
35,technician,single,primary,no,744,yes,no,cellular,7,apr,1,-1,0,unknown,no
33,technician,married,secondary,no,557,no,no,cellular,4,may,1,-1,0,unknown,yes
54,housemaid,married,primary,no,127,no,no,cellular,19,aug,4,-1,0,unknown,no
55,services,single,secondary,no,-40,yes,no,unknown,12,may,2,-1,0,unknown,no
57,management,married,primary,no,2538,no,yes,telephone,17,jul,2,-1,0,unknown,no
40,technician,married,secondary,no,2338,no,no,cellular,16,oct,2,-1,0,unknown,yes
62,retired,married,tertiary,no,2557,yes,no,cellular,10,nov,1,57,8,success,yes
33,technician,married,secondary,no,0,no,no,cellular,19,aug,3,-1,0,unknown,no
47,admin.,married,secondary,no,1265,no,no,cellular,7,aug,2,-1,0,unknown,no
44,admin.,divorced,secondary,no,2999,yes,no,cellular,14,may,1,-1,0,unknown,yes
57,retired,married,tertiary,no,34,no,yes,cellular,28,jan,1,-1,0,unknown,no
39,services,married,secondary,no,1179,no,no,cellular,25,may,1,-1,0,unknown,yes
28,unemployed,married,secondary,no,863,yes,yes,unknown,27,may,1,-1,0,unknown,no
43,blue-collar,married,primary,no,18,yes,no,cellular,14,may,2,370,3,other,no
49,technician,married,primary,no,230,yes,no,unknown,8,may,1,-1,0,unknown,no
49,entrepreneur,married,secondary,no,687,no,no,cellular,18,aug,6,-1,0,unknown,no
43,blue-collar,married,primary,no,0,yes,no,unknown,20,may,1,-1,0,unknown,no
41,blue-collar,married,secondary,no,-190,no,yes,cellular,29,jul,3,-1,0,unknown,yes
32,management,married,tertiary,no,302,yes,yes,unknown,23,feb,1,384,2,failure,yes
38,self-employed,married,secondary,no,138,no,no,unknown,9,may,3,-1,0,unknown,no
47,technician,divorced,secondary,no,191,no,no,cellular,19,aug,5,-1,0,unknown,no
45,services,married,secondary,no,0,no,no,cellular,11,jul,2,-1,0,unknown,no
50,entrepreneur,married,tertiary,no,-168,yes,no,cellular,23,jul,2,-1,0,unknown,yes
45,blue-collar,married,secondary,no,10252,no,no,cellular,22,sep,1,141,2,success,yes
37,technician,single,tertiary,no,197,no,no,cellular,15,feb,1,91,2,success,yes
34,technician,single,secondary,no,2729,yes,no,cellular,18,nov,1,-1,0,unknown,yes
66,housemaid,married,secondary,no,1929,no,no,cellular,2,feb,1,-1,0,unknown,no
48,admin.,divorced,secondary,no,83,yes,no,cellular,13,may,1,-1,0,unknown,yes
33,management,single,unknown,no,1534,yes,no,cellular,11,jul,2,-1,0,unknown,yes
58,self-employed,married,tertiary,no,-364,yes,no,unknown,5,may,1,-1,0,unknown,no
56,self-employed,married,secondary,no,784,no,yes,cellular,30,jul,2,-1,0,unknown,no
31,services,single,secondary,no,181,no,no,cellular,13,nov,2,93,2,success,yes
49,management,married,tertiary,no,7007,no,no,cellular,17,nov,2,-1,0,unknown,no
35,technician,married,secondary,no,249,no,no,cellular,21,aug,8,-1,0,unknown,no
32,management,married,secondary,no,6217,yes,yes,cellular,18,nov,2,181,2,failure,no
42,technician,divorced,tertiary,no,2611,yes,no,cellular,25,jun,1,389,3,failure,yes
46,management,married,tertiary,no,229,yes,no,unknown,5,may,1,-1,0,unknown,no
48,management,married,tertiary,no,3842,no,no,cellular,1,jun,2,-1,0,unknown,yes
31,admin.,single,secondary,no,430,yes,no,cellular,15,apr,2,-1,0,unknown,no
60,retired,married,primary,no,71,no,no,cellular,10,jul,3,-1,0,unknown,no
35,technician,single,tertiary,no,33,no,no,cellular,29,aug,2,-1,0,unknown,no
30,blue-collar,single,primary,no,395,no,no,cellular,21,nov,1,-1,0,unknown,no
34,management,married,tertiary,no,101,yes,no,cellular,13,aug,5,-1,0,unknown,no
45,management,divorced,secondary,no,644,yes,no,cellular,19,nov,1,168,1,success,yes
24,technician,single,secondary,no,403,no,no,unknown,17,jun,1,-1,0,unknown,yes
68,retired,married,secondary,no,1146,no,no,cellular,3,mar,2,110,3,success,yes
60,self-employed,married,tertiary,no,10861,no,no,cellular,9,nov,1,91,2,failure,yes
66,retired,divorced,unknown,no,53,no,no,cellular,12,jul,4,-1,0,unknown,yes
60,blue-collar,married,primary,no,5,no,no,cellular,29,jan,1,92,1,success,yes
36,services,married,primary,no,0,yes,no,unknown,2,jun,1,-1,0,unknown,yes
36,technician,married,tertiary,no,571,yes,yes,cellular,31,jul,3,-1,0,unknown,no
33,blue-collar,divorced,unknown,yes,-274,yes,yes,cellular,17,apr,2,329,2,failure,yes
85,retired,married,unknown,no,1934,no,no,telephone,12,jan,1,-1,0,unknown,no
41,technician,married,secondary,no,0,no,no,cellular,29,aug,2,-1,0,unknown,no
57,retired,married,tertiary,no,11254,no,no,cellular,30,jul,2,-1,0,unknown,no
23,technician,single,secondary,no,598,no,no,cellular,11,nov,1,195,1,failure,yes
46,blue-collar,divorced,primary,no,916,yes,no,cellular,11,may,2,-1,0,unknown,no
57,admin.,married,secondary,no,403,yes,no,cellular,18,may,1,340,2,other,yes
30,technician,divorced,secondary,no,3100,yes,no,cellular,20,nov,1,183,4,failure,no
40,blue-collar,married,secondary,no,-839,yes,yes,cellular,16,jul,2,-1,0,unknown,yes
35,blue-collar,single,secondary,no,487,yes,no,unknown,15,may,1,-1,0,unknown,no
48,unknown,married,unknown,no,3,no,no,cellular,19,aug,2,-1,0,unknown,no
31,unemployed,married,secondary,no,86,yes,yes,unknown,3,jun,2,-1,0,unknown,yes
30,blue-collar,single,secondary,no,228,no,no,cellular,5,feb,1,365,1,failure,no
61,retired,married,primary,no,197,no,no,cellular,17,feb,1,-1,0,unknown,yes
45,management,married,tertiary,no,547,no,no,cellular,2,feb,1,-1,0,unknown,yes
50,blue-collar,married,primary,no,5872,yes,no,cellular,5,may,3,-1,0,unknown,yes
39,blue-collar,single,secondary,no,1672,yes,no,cellular,20,apr,1,648,1,failure,yes
40,technician,married,secondary,no,40,yes,no,cellular,21,nov,1,-1,0,unknown,no
22,student,single,primary,no,3472,no,no,cellular,19,apr,1,181,4,success,yes
49,technician,divorced,secondary,no,-236,yes,no,unknown,26,may,2,-1,0,unknown,no
47,admin.,married,secondary,no,3676,no,no,cellular,18,oct,1,95,3,success,yes
32,management,married,tertiary,no,169,no,no,telephone,14,aug,2,-1,0,unknown,yes
41,technician,married,tertiary,no,231,no,no,cellular,26,aug,2,-1,0,unknown,yes
26,admin.,single,secondary,no,96,no,no,cellular,11,aug,1,70,3,failure,yes
32,unemployed,married,secondary,no,2996,yes,no,unknown,19,may,1,-1,0,unknown,no
27,admin.,single,secondary,no,292,yes,no,cellular,12,may,9,362,8,other,no
62,retired,married,tertiary,no,2557,yes,no,cellular,14,sep,1,216,7,success,yes
35,blue-collar,married,secondary,no,74,no,no,cellular,23,jul,2,-1,0,unknown,no
38,services,married,secondary,no,105,no,no,cellular,30,jul,2,-1,0,unknown,no
51,entrepreneur,married,secondary,no,-799,no,yes,cellular,15,jul,3,-1,0,unknown,yes
40,management,married,tertiary,no,7780,no,no,telephone,4,may,1,355,1,other,no
77,retired,divorced,secondary,no,0,no,no,cellular,25,sep,1,-1,0,unknown,yes
31,admin.,single,secondary,no,-302,yes,yes,unknown,27,may,5,-1,0,unknown,no
59,management,divorced,tertiary,no,1304,no,no,unknown,18,jun,1,-1,0,unknown,no
40,services,married,secondary,no,1305,no,no,cellular,22,jul,1,-1,0,unknown,no
63,retired,married,tertiary,no,1795,no,no,cellular,7,sep,1,-1,0,unknown,yes
32,services,single,tertiary,no,785,no,no,cellular,3,jun,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,0,yes,no,unknown,16,may,2,-1,0,unknown,no
43,technician,married,secondary,no,0,no,no,cellular,19,aug,3,-1,0,unknown,no
39,housemaid,married,secondary,no,1444,no,no,telephone,25,jul,8,-1,0,unknown,yes
36,management,single,tertiary,no,4,yes,no,cellular,7,may,2,342,1,failure,yes
40,technician,married,secondary,no,192,no,no,cellular,7,aug,2,-1,0,unknown,no
40,housemaid,married,tertiary,no,795,yes,no,unknown,29,may,3,-1,0,unknown,no
41,self-employed,married,secondary,no,20,no,no,unknown,5,jun,1,-1,0,unknown,no
37,management,single,tertiary,no,2173,no,no,cellular,21,nov,3,114,1,failure,no
27,blue-collar,single,secondary,yes,-3,yes,no,unknown,19,may,5,-1,0,unknown,no
58,management,married,secondary,no,2155,no,yes,cellular,11,aug,2,182,7,success,yes
34,blue-collar,married,secondary,no,1454,yes,no,cellular,11,feb,2,297,2,failure,yes
31,management,married,tertiary,no,131,no,no,cellular,18,feb,2,-1,0,unknown,yes
39,technician,married,secondary,no,2266,no,no,cellular,22,may,1,93,4,success,no
56,retired,married,secondary,no,878,no,no,unknown,20,jun,3,-1,0,unknown,no
33,management,married,tertiary,no,22867,yes,no,cellular,10,nov,2,92,3,failure,yes
56,management,married,tertiary,no,830,yes,yes,unknown,6,may,1,-1,0,unknown,yes
47,self-employed,married,secondary,no,318,no,no,cellular,21,nov,1,-1,0,unknown,no
50,management,married,tertiary,no,67,no,yes,unknown,20,jun,3,-1,0,unknown,no
48,services,divorced,primary,no,2805,no,yes,cellular,23,jul,2,-1,0,unknown,no
29,technician,single,secondary,no,6,no,no,cellular,25,may,1,-1,0,unknown,yes
34,management,married,tertiary,no,0,yes,no,unknown,20,may,1,-1,0,unknown,no
61,retired,divorced,secondary,no,4243,no,no,cellular,30,apr,1,182,2,success,yes
30,management,single,tertiary,no,297,no,no,cellular,8,nov,1,-1,0,unknown,yes
41,blue-collar,married,primary,no,246,no,no,unknown,19,jun,3,-1,0,unknown,yes
38,management,married,unknown,no,3576,no,no,cellular,26,may,1,-1,0,unknown,yes
55,services,single,secondary,no,1539,no,no,unknown,20,jun,2,-1,0,unknown,no
59,unemployed,married,secondary,no,1047,no,no,cellular,18,feb,3,-1,0,unknown,yes
64,retired,married,unknown,no,679,no,no,telephone,16,nov,1,-1,0,unknown,yes
31,management,single,tertiary,no,617,no,no,cellular,4,jun,1,97,2,success,yes
31,technician,single,tertiary,no,1109,no,no,cellular,5,feb,1,167,2,failure,yes
38,services,married,tertiary,no,0,yes,no,cellular,17,apr,1,147,4,failure,no
34,management,single,tertiary,no,1494,yes,no,cellular,18,nov,1,182,1,other,yes
36,blue-collar,married,secondary,no,4438,yes,no,unknown,20,may,1,-1,0,unknown,yes
38,unemployed,married,secondary,no,995,no,no,unknown,26,jul,1,-1,0,unknown,no
59,housemaid,married,primary,no,235,no,no,cellular,13,aug,2,-1,0,unknown,no
66,retired,married,tertiary,no,1948,no,no,cellular,29,oct,2,269,2,failure,yes
34,admin.,married,tertiary,no,69,no,yes,cellular,4,aug,3,1,6,success,yes
41,management,divorced,unknown,no,465,yes,no,cellular,22,jul,1,-1,0,unknown,yes
35,management,single,tertiary,no,916,yes,no,cellular,14,may,2,-1,0,unknown,yes
35,management,married,tertiary,no,2682,yes,no,cellular,9,jul,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,625,no,no,cellular,13,may,1,-1,0,unknown,no
34,services,married,secondary,no,1076,no,no,cellular,12,may,1,182,6,success,yes
33,management,single,tertiary,no,307,no,no,cellular,23,jul,6,179,4,failure,no
27,self-employed,single,tertiary,no,5214,yes,no,unknown,28,may,1,-1,0,unknown,no
44,admin.,single,secondary,no,4492,no,yes,cellular,31,jul,13,-1,0,unknown,no
60,retired,married,tertiary,no,2194,yes,no,telephone,20,apr,3,263,9,failure,no
30,management,single,tertiary,no,697,no,no,cellular,10,aug,3,102,2,success,yes
26,student,single,secondary,no,132,no,no,cellular,4,jun,1,-1,0,unknown,yes
65,retired,married,tertiary,no,1948,no,no,cellular,2,feb,2,-1,0,unknown,no
30,technician,single,secondary,no,816,yes,no,unknown,14,nov,1,-1,0,unknown,yes
34,services,married,secondary,no,-451,yes,yes,cellular,23,jul,1,-1,0,unknown,no
76,retired,married,unknown,no,8919,no,no,cellular,28,jan,1,-1,0,unknown,no
41,technician,married,secondary,no,0,no,no,cellular,28,jan,2,156,8,other,no
35,technician,married,tertiary,no,416,no,no,cellular,11,aug,4,-1,0,unknown,no
34,technician,married,tertiary,no,3743,yes,no,cellular,18,may,4,-1,0,unknown,yes
55,blue-collar,married,unknown,no,890,no,no,cellular,22,aug,2,-1,0,unknown,yes
51,housemaid,divorced,secondary,no,9228,no,no,cellular,18,jul,4,-1,0,unknown,yes
41,services,married,secondary,no,0,yes,no,unknown,5,may,2,-1,0,unknown,no
55,housemaid,married,primary,no,4,no,no,cellular,21,nov,3,-1,0,unknown,no
30,self-employed,single,tertiary,no,655,no,no,cellular,23,sep,4,184,1,success,yes
57,admin.,single,secondary,no,5768,yes,no,unknown,19,jun,1,-1,0,unknown,yes
26,management,single,tertiary,no,3704,no,no,cellular,19,aug,4,-1,0,unknown,yes
37,unemployed,married,secondary,no,1978,no,no,cellular,9,sep,1,182,1,success,yes
35,self-employed,married,secondary,no,28,no,yes,unknown,2,jul,3,-1,0,unknown,no
47,management,single,tertiary,no,-230,no,no,cellular,4,feb,1,-1,0,unknown,no
28,blue-collar,married,secondary,no,61,yes,no,cellular,11,feb,1,174,4,success,yes
33,management,single,tertiary,no,0,yes,no,telephone,5,may,2,358,5,other,no
40,entrepreneur,married,tertiary,no,3571,no,no,unknown,9,jun,3,-1,0,unknown,no
54,services,divorced,secondary,no,0,no,no,cellular,18,mar,1,290,3,success,yes
56,services,married,secondary,no,530,yes,no,unknown,20,may,7,-1,0,unknown,no
26,services,single,secondary,no,901,yes,no,unknown,26,may,2,-1,0,unknown,yes
44,technician,married,secondary,no,7863,no,no,cellular,26,aug,6,-1,0,unknown,no
44,entrepreneur,married,secondary,no,320,yes,yes,cellular,5,feb,3,234,2,other,no
36,housemaid,married,secondary,no,205,yes,no,telephone,18,nov,4,-1,0,unknown,no
30,management,single,tertiary,no,119,no,no,cellular,28,jan,1,-1,0,unknown,no
41,technician,married,tertiary,no,-15,yes,no,cellular,6,may,1,-1,0,unknown,no
52,retired,married,tertiary,no,2269,no,no,unknown,20,jun,1,-1,0,unknown,yes
49,services,married,tertiary,no,306,yes,no,cellular,18,aug,7,-1,0,unknown,no
39,management,married,tertiary,no,-974,no,yes,cellular,13,aug,4,-1,0,unknown,no
36,self-employed,single,tertiary,no,353,no,no,cellular,11,aug,2,181,2,success,yes
31,management,married,secondary,no,1064,no,no,telephone,20,nov,1,-1,0,unknown,no
43,blue-collar,married,primary,no,0,yes,no,unknown,12,may,1,-1,0,unknown,no
53,retired,married,primary,no,136,yes,no,unknown,6,may,2,-1,0,unknown,no
57,unemployed,married,secondary,no,3754,no,no,cellular,5,feb,2,-1,0,unknown,yes
37,services,divorced,secondary,no,319,yes,no,unknown,6,jun,3,-1,0,unknown,yes
47,technician,married,secondary,no,1233,yes,no,unknown,11,sep,1,100,2,other,yes
42,technician,single,secondary,no,1364,yes,no,unknown,15,may,6,-1,0,unknown,yes
42,management,divorced,secondary,no,283,yes,no,cellular,23,jul,1,-1,0,unknown,yes
71,retired,married,secondary,no,1696,no,no,cellular,6,oct,1,-1,0,unknown,yes
30,admin.,single,secondary,no,457,no,no,cellular,27,apr,2,-1,0,unknown,no
56,services,married,secondary,no,1150,no,yes,cellular,17,nov,1,117,3,failure,no
34,admin.,divorced,secondary,no,627,yes,no,unknown,7,may,2,-1,0,unknown,no
48,services,married,secondary,no,2850,yes,no,cellular,6,aug,3,-1,0,unknown,no
33,admin.,married,secondary,no,177,yes,no,cellular,11,may,1,-1,0,unknown,no
31,student,single,tertiary,no,307,no,no,cellular,20,nov,2,-1,0,unknown,no
37,blue-collar,married,primary,no,0,yes,no,unknown,26,may,1,-1,0,unknown,no
50,technician,divorced,unknown,no,2794,no,no,cellular,12,aug,2,-1,0,unknown,yes
40,technician,single,tertiary,no,1646,yes,no,cellular,2,feb,1,242,2,failure,yes
67,unknown,married,tertiary,no,7687,no,no,telephone,30,oct,3,-1,0,unknown,no
27,services,single,secondary,no,302,no,no,cellular,3,jul,1,-1,0,unknown,yes
40,services,single,secondary,no,316,no,no,unknown,11,jun,5,-1,0,unknown,no
29,management,single,tertiary,no,2753,no,no,cellular,30,apr,1,-1,0,unknown,yes
35,management,married,tertiary,no,3168,no,no,cellular,22,aug,30,-1,0,unknown,no
27,admin.,married,secondary,no,1293,yes,no,cellular,8,apr,3,-1,0,unknown,yes
60,blue-collar,married,primary,no,1262,yes,yes,unknown,13,may,1,-1,0,unknown,yes
55,management,married,tertiary,no,42,yes,no,telephone,11,may,2,-1,0,unknown,no
27,student,single,tertiary,no,13107,yes,no,cellular,6,apr,1,314,2,failure,yes
30,technician,married,secondary,no,743,no,no,cellular,29,jan,2,-1,0,unknown,no
32,services,single,secondary,no,1659,yes,no,unknown,30,may,6,-1,0,unknown,no
35,blue-collar,married,primary,no,22,yes,no,cellular,15,may,2,302,2,other,yes
31,blue-collar,married,secondary,no,3364,yes,no,cellular,20,nov,1,-1,0,unknown,no
47,management,single,tertiary,no,86,no,no,cellular,5,aug,1,97,4,success,yes
25,technician,single,secondary,no,102,no,yes,cellular,8,jul,2,-1,0,unknown,yes
36,blue-collar,married,secondary,no,1193,no,no,cellular,30,oct,1,-1,0,unknown,yes
37,technician,single,tertiary,no,197,no,no,cellular,16,nov,1,200,1,success,yes
34,admin.,married,secondary,no,-312,yes,no,unknown,9,may,1,-1,0,unknown,no
34,entrepreneur,married,secondary,no,456,yes,yes,cellular,28,aug,8,-1,0,unknown,no
56,housemaid,divorced,secondary,no,1866,no,yes,cellular,1,oct,1,-1,0,unknown,no
32,management,married,tertiary,no,1812,no,no,cellular,4,aug,1,182,4,other,yes
36,management,married,tertiary,no,6641,no,no,cellular,30,jul,4,-1,0,unknown,no
33,management,single,tertiary,no,3770,no,no,cellular,28,jan,2,-1,0,unknown,no
30,admin.,single,secondary,no,60,no,no,cellular,29,jan,2,-1,0,unknown,no
50,technician,divorced,secondary,no,-54,yes,yes,cellular,13,may,2,292,1,failure,yes
33,services,married,secondary,no,703,no,no,cellular,18,nov,2,-1,0,unknown,no
35,management,married,tertiary,no,323,no,no,cellular,11,jan,2,-1,0,unknown,yes
33,management,single,tertiary,no,541,yes,yes,unknown,21,may,1,-1,0,unknown,no
30,technician,single,secondary,no,486,no,no,cellular,28,jan,3,-1,0,unknown,no
38,technician,single,tertiary,no,5122,yes,no,cellular,20,nov,1,184,1,failure,no
36,unemployed,married,secondary,no,439,yes,no,telephone,6,feb,6,-1,0,unknown,no
27,blue-collar,single,secondary,no,535,no,no,cellular,13,may,1,87,3,success,yes
30,management,single,secondary,no,135,no,no,cellular,14,aug,2,-1,0,unknown,no
61,retired,married,primary,no,296,yes,yes,unknown,3,jun,2,-1,0,unknown,no
37,blue-collar,married,secondary,yes,-399,yes,yes,unknown,3,jun,3,-1,0,unknown,no
50,blue-collar,married,primary,no,533,no,no,cellular,21,aug,4,-1,0,unknown,no
32,technician,single,tertiary,no,5514,no,no,telephone,22,oct,1,-1,0,unknown,yes
41,blue-collar,married,secondary,no,306,yes,no,telephone,11,may,1,369,2,failure,no
38,services,married,tertiary,no,1018,no,no,unknown,16,jun,3,-1,0,unknown,no
30,technician,married,secondary,no,2326,no,no,cellular,14,dec,1,175,2,failure,yes
55,management,married,primary,no,384,no,no,telephone,4,feb,1,-1,0,unknown,no
71,housemaid,divorced,primary,no,1311,no,no,cellular,10,nov,2,91,1,success,yes
38,blue-collar,married,secondary,no,0,yes,no,unknown,9,jun,1,-1,0,unknown,no
29,technician,single,secondary,no,510,yes,no,unknown,16,jun,15,-1,0,unknown,no
60,blue-collar,married,unknown,no,104,yes,no,unknown,5,may,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,-448,yes,no,unknown,18,jun,2,-1,0,unknown,no
61,management,single,tertiary,no,2,no,no,cellular,12,aug,1,114,3,failure,yes
47,blue-collar,married,secondary,no,3630,yes,no,unknown,14,may,4,-1,0,unknown,no
36,blue-collar,married,primary,no,223,yes,no,unknown,14,jul,3,-1,0,unknown,no
